un1	1	1	0.0
un1	2	2	0.0
un1	3	3	0.0
un1	4	4	0.0
un1	5	5	0.0
un1	6	6	0.0
un1	7	7	0.0
un1	8	8	0.0
un1	9	9	0.0
un1	10	10	0.0
un1	11	11	0.0
un1	12	12	0.0
un1	13	13	0.0
un1	14	14	0.0
un1	15	15	0.0
un1	16	16	0.0
un1	17	17	0.0
un1	18	18	0.0
un1	19	19	0.0
un1	20	20	0.0
un1	21	21	0.0
un1	22	22	0.0
un1	23	23	0.0
un1	24	24	0.0
un1	25	25	0.0
un1	26	26	0.0
un1	27	27	0.0
un1	28	28	0.0
un1	29	29	0.0
un1	30	30	0.0
un1	31	31	0.0
un1	32	32	0.0
un1	33	33	0.0
un1	34	34	0.0
un1	35	35	0.0
un1	36	36	0.0
un1	37	37	0.0
un1	38	38	0.0
un1	39	39	0.0
un1	40	40	0.0
un1	41	41	0.0
un1	42	42	0.0
un1	43	43	0.0
un1	44	44	0.0
un1	45	45	0.0
un1	46	46	0.0
un1	47	47	0.0
un1	48	48	0.0
un1	49	49	0.0
un1	50	50	0.0
un1	51	51	0.0
un1	52	52	0.0
un1	53	53	0.0
un1	54	54	0.0
un1	55	55	0.0
un1	56	56	0.0
un1	57	57	0.0
un1	58	58	0.0
un1	59	59	0.0
un1	60	60	0.0
un1	61	61	0.0
un1	62	62	0.0
un1	63	63	0.0
un1	64	64	0.0
un1	65	65	0.0
un1	66	66	0.0
un1	67	67	0.0
un1	68	68	0.0
un1	69	69	0.0
un1	70	70	0.0
un1	71	71	0.0
un1	72	72	0.0
un1	73	73	0.0
un1	74	74	0.0
un1	75	75	0.0
un1	76	76	0.0
un1	77	77	0.0
un1	78	78	0.0
un1	79	79	0.0
un1	80	80	0.0
un1	81	81	0.0
un1	82	82	0.0
un1	83	83	0.0
un1	84	84	0.0
un1	85	85	0.0
un1	86	86	0.0
un1	87	87	0.0
un1	88	88	0.0
un1	89	89	0.0
un1	90	90	0.0
un1	91	91	0.0
un1	92	92	0.0
un1	93	93	0.0
un1	94	94	0.0
un1	95	95	0.0
un1	96	96	0.0
un1	97	97	0.0
un1	98	98	0.0
un1	99	99	0.0
un1	100	100	0.0
un1	101	101	0.0
un1	102	102	0.0
un1	103	103	0.0
un1	104	104	0.0
un1	105	105	0.0
un1	106	106	0.0
un1	107	107	0.0
un1	108	108	0.0
un1	109	109	0.0
un1	110	110	0.0
un1	111	111	0.0
un1	112	112	0.0
un1	113	113	0.0
un1	114	114	0.0
un1	115	115	0.0
un1	116	116	0.0
un1	117	117	0.0
un1	118	118	0.0
un1	119	119	0.0
un1	120	120	0.0
un1	121	121	0.0
un1	122	122	0.0
un1	123	123	0.0
un1	124	124	0.0
un1	125	125	0.0
un1	126	126	0.0
un1	127	127	0.0
un1	128	128	0.0
un1	129	129	0.0
un1	130	130	0.0
un1	131	131	0.0
un1	132	132	0.0
un1	133	133	0.0
un1	134	134	0.0
un1	135	135	0.0
un1	136	136	0.0
un1	137	137	0.0
un1	138	138	0.0
un1	139	139	0.0
un1	140	140	0.0
un1	141	141	0.0
un1	142	142	0.0
un1	143	143	0.0
un1	144	144	0.0
un1	145	145	0.0
un1	146	146	0.0
un1	147	147	0.0
un1	148	148	0.0
un1	149	149	0.0
un1	150	150	0.0
un1	151	151	0.0
un1	152	152	0.0
un1	153	153	0.0
un1	154	154	0.0
un1	155	155	0.0
un1	156	156	0.0
un1	157	157	0.0
un1	158	158	0.0
un1	159	159	0.0
un1	160	160	0.0
un1	161	161	0.0
un1	162	162	0.0
un1	163	163	0.0
un1	164	164	0.0
un1	165	165	0.0
un1	166	166	0.0
un1	167	167	0.0
un1	168	168	0.0
un1	169	169	0.0
un1	170	170	0.0
un1	171	171	0.0
un1	172	172	0.0
un1	173	173	0.0
un1	174	174	0.0
un1	175	175	0.0
un1	176	176	0.0
un1	177	177	0.0
un1	178	178	0.0
un1	179	179	0.0
un1	180	180	0.0
un1	181	181	0.0
un1	182	182	0.0
un1	183	183	0.0
un1	184	184	0.0
un1	185	185	0.0
un1	186	186	0.0
un1	187	187	0.0
un1	188	188	0.0
un1	189	189	0.0
un1	190	190	0.0
un1	191	191	0.0
un1	192	192	0.0
un1	193	193	0.0
un1	194	194	0.0
un1	195	195	0.0
un1	196	196	0.0
un1	197	197	0.0
un1	198	198	0.0
un1	199	199	0.0
un1	200	200	0.0
un1	201	201	0.0
un1	202	202	0.0
un1	203	203	0.0
un1	204	204	0.0
un1	205	205	0.0
un1	206	206	0.0
un1	207	207	0.0
un1	208	208	0.0
un1	209	209	0.0
un1	210	210	0.0
un1	211	211	0.0
un1	212	212	0.0
un1	213	213	0.0
un1	214	214	0.0
un1	215	215	0.0
un1	216	216	0.0
un1	217	217	0.0
un1	218	218	0.0
un1	219	219	0.0
un1	220	220	0.0
un1	221	221	0.0
un1	222	222	0.0
un1	223	223	0.0
un1	224	224	0.0
un1	225	225	0.0
un1	226	226	0.0
un1	227	227	0.0
un1	228	228	0.0
un1	229	229	0.0
un1	230	230	0.0
un1	231	231	0.0
un1	232	232	0.0
un1	233	233	0.0
un1	234	234	0.0
un1	235	235	0.0
un1	236	236	0.0
un1	237	237	0.0
un1	238	238	0.0
un1	239	239	0.0
un1	240	240	0.0
un1	241	241	0.0
un1	242	242	0.0
un1	243	243	0.0
un1	244	244	0.0
un1	245	245	0.0
un1	246	246	0.0
un1	247	247	0.0
un1	248	248	0.0
un1	249	249	0.0
un1	250	250	0.0
un1	251	251	0.0
un1	252	252	0.0
un1	253	253	0.0
un1	254	254	0.0
un1	255	255	0.0
un1	256	256	0.0
un1	257	257	0.0
un1	258	258	0.0
un1	259	259	0.0
un1	260	260	0.0
un1	261	261	0.0
un1	262	262	0.0
un1	263	263	0.0
un1	264	264	0.0
un1	265	265	0.0
un1	266	266	0.0
un1	267	267	0.0
un1	268	268	0.0
un1	269	269	0.0
un1	270	270	0.0
